project_number,subproject_number,subproject,report_path,last_modified
1502000,2480,1502000.2480,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2480\IssuedDocuments\Final Report\T+T-2025-IAG-8283876-Final Report.docx,2026-01-13
1502000,2481,1502000.2481,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2481\IssuedDocuments\Final Report\T+T_2025-IAG-C1213871 NHL_Final Report.docx,2025-12-18
1502000,2482,1502000.2482,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2482\IssuedDocuments\Final Report\T+T_2025-IAG-C5319330_Final Report.docx,2026-01-23
1502000,2483,1502000.2483,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2483\IssuedDocuments\Final Report\T+T_2025_IAG-C1246056NHL_Final Report.docx,2026-02-17
1502000,2484,1502000.2484,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2484\IssuedDocuments\Final Report\T+T-2025-IAG-C1241647-Final Report V2.docx,2026-04-19
1502000,2485,1502000.2485,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2485\IssuedDocuments\Final Report\T+T_2025-IAG-C5350425_Final Report.docx,2026-02-05
1502000,2486,1502000.2486,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2486\IssuedDocuments\Final Report\T+T_2026_IAG-C5350167_Final Report.docx,2026-02-12
1502000,2487,1502000.2487,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2487\IssuedDocuments\Final Report\T+T_2026-IAG-C5349703_Final Report.docx,2026-03-06
1502000,2488,1502000.2488,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2488\IssuedDocuments\Final Report\T+T_2026-IAG-8334160_Final Report.docx,2026-03-17
1502000,2489,1502000.2489,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2489\IssuedDocuments\Final Report\T+T_2026-IAG-C5359421_Final Report.docx,2026-02-27
1502000,2490,1502000.2490,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2490\IssuedDocuments\Final Report V2\T+T_2026-IAG-C5353624 NHL_Final Report_V2.docx,2026-06-12
1502000,2491,1502000.2491,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2491\IssuedDocuments\Final Report\T+T_2026-IAG-C5354197NHL_Final Report.docx,2026-04-07
1502000,2492,1502000.2492,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2492\IssuedDocuments\Final Report\T+T_2026-IAG-C5358074_Final Report V2.docx,2026-04-30
1502000,2493,1502000.2493,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2493\IssuedDocuments\Final Report\T+T_2026-IAG-C5355291_Final Report.docx,2026-03-10
1502000,2494,1502000.2494,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2494\IssuedDocuments\Final Report\T+T_2026-IAG-C5364039_Final Report.docx,2026-03-06
1502000,2495,1502000.2495,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2495\IssuedDocuments\Final Report\T+T_2025-IAG-C1257978 & C1257981_Report.docx,2026-03-18
1502000,2496,1502000.2496,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2496\IssuedDocuments\Final Report\T+T_2026-IAG-8336230_Final Report.docx,2026-03-18
1502000,2497,1502000.2497,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2497\IssuedDocuments\Final Report\T+T_2026-IAG-C5382021_Final Report.docx,2026-03-29
1502000,2498,1502000.2498,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2498\IssuedDocuments\Final Report\T+T_2026-IAG-C5372968_Final Report.docx,2026-03-12
1502000,2499,1502000.2499,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2499\IssuedDocuments\Final Report\T+T_2025-IAG-8340873_Final Report.docx,2026-04-09
1502000,2500,1502000.2500,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2500\IssuedDocuments\Final Report\T+T_2026_IAG-C5403946_Final Report.docx,2026-04-13
1502000,2501,1502000.2501,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2501\IssuedDocuments\Final Report\T+T_2026_IAG-C1266884NHL&C1267027NHB_Final Report.docx,2026-06-23
1502000,2502,1502000.2502,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2502\IssuedDocuments\Final Report\T+T_2026_IAG-C5397069_Final Report.docx,2026-08-21
1502000,2503,1502000.2503,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2503\IssuedDocuments\Final Report V2\T+T_2026_IAG-C1269722_Final Report_V2.docx,2026-06-18
1502000,2504,1502000.2504,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2504\IssuedDocuments\Final Report V2\T+T_2026_IAG-C5381951_Final Report V2.docx,2026-05-14
1502000,2505,1502000.2505,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2505\IssuedDocuments\Final Report\T+T_2026_IAG-C5414665_Final Report.docx,2026-04-22
1502000,2506,1502000.2506,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2506\IssuedDocuments\Final Report V4\T+T_2026-IAG-C5402941_Final Report V4.docx,2026-08-21
1502000,2507,1502000.2507,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2507\IssuedDocuments\Final Report\T+T_2026_IAG-C5353365 - 1502000.2507_116A Vale Street - T+T Structural Assessment Report - Final Report.docx,2026-04-22
1502000,2508,1502000.2508,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2508\IssuedDocuments\Final Report\T+T_2026-IAG-C5419351_Final Report.docx,2026-05-25
1502000,2509,1502000.2509,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2509\IssuedDocuments\Final Report V2\T+T_2025-IAG-8336448 NHL_Final Report_V2.docx,2026-05-07
1502000,2510,1502000.2510,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2510\IssuedDocuments\Final Report\T+T_2026-IAG-C5427951_Final Report.docx,2026-05-18
1502000,2511,1502000.2511,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2511\IssuedDocuments\Final Report\T+T_2025_IAG-C5422364_Final Report.docx,2026-05-21
1502000,2512,1502000.2512,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2512\IssuedDocuments\Final Report\T+T-2026-IAG-8352252-Final Report.docx,2026-05-25
1502000,2513,1502000.2513,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2513\IssuedDocuments\Final Report\T+T_2026_IAG-C5448458NHL_Final Report.docx,2026-05-25
1502000,2514,1502000.2514,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2514\IssuedDocuments\Final Report V2\T+T_2026-IAG-C5431165_Final Report_V2.docx,2026-06-16
1502000,2515,1502000.2515,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2515\IssuedDocuments\Final Report\T+T_2026-IAG-C5431322_Final Report.docx,2026-05-20
1502000,2516,1502000.2516,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2516\IssuedDocuments\Final Report\T+T_2026_IAG-C5440722NHL_Final Report.docx,2026-07-21
1502000,2517,1502000.2517,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2517\IssuedDocuments\Final Report\T+T_2026-IAG-C5433083_Final Report.docx,2026-05-07
1502000,2518,1502000.2518,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2518\IssuedDocuments\Final Report\T+T_2026-IAG-C5454463_Final Report.docx,2026-06-04
1502000,2519,1502000.2519,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2519\IssuedDocuments\Final Report\T+T_2026_IAG-C1282732_Final Report.docx,2026-05-18
1502000,2520,1502000.2520,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2520\IssuedDocuments\Final Report\T+T_2026-IAG-8353517_Final Report.docx,2026-05-08
1502000,2521,1502000.2521,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2521\IssuedDocuments\Final Report\T+T_2026_IAG-C5444609_Final Report.docx,2026-06-30
1502000,2522,1502000.2522,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2522\IssuedDocuments\Final Report\T+T_2026_IAG-C5444854_Final Report.docx,2026-07-22
1502000,2523,1502000.2523,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2523\IssuedDocuments\Final Report\T+T_2026-IAG-8355216_Final Report.docx,2026-07-09
1502000,2524,1502000.2524,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2524\IssuedDocuments\Final Report V2\T+T_2026_IAG-C5455379_Final Report V2.docx,2026-07-01
1502000,2525,1502000.2525,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2525\IssuedDocuments\Final Report\T+T_2026_IAG-8353939_Final Report.docx,2026-07-08
1502000,2526,1502000.2526,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2526\IssuedDocuments\Final Report\T+T_2026_IAG-C5449683_Final Report.docx,2026-05-28
1502000,2527,1502000.2527,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2527\IssuedDocuments\Final Report V2\T+T_2026_IAG-C5452938_Final Report V2.docx,2026-07-06
1502000,2528,1502000.2528,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2528\IssuedDocuments\Final Report V3\T+T_2026_IAG-C5444634_Final Report V3.docx,2026-09-16
1502000,2529,1502000.2529,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2529\IssuedDocuments\Final Report\T+T_2026_IAG-C5444375_Final Report.docx,2026-06-04
1502000,2530,1502000.2530,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2530\IssuedDocuments\Final Report\Final Report V2\T+T_2026_IAG-C5454175_Final Report V2.docx,2026-06-16
1502000,2531,1502000.2531,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2531\IssuedDocuments\Final Report\T+T_2026_IAG-8356885_Final report.docx,2026-06-02
1502000,2532,1502000.2532,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2532\IssuedDocuments\Final Report\T+T_2026_IAG-C5455641_Final Report.docx,2026-06-14
1502000,2533,1502000.2533,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2533\IssuedDocuments\Final Report\T+T_2025-IAG-C5460251_Final Report.docx,2026-05-28
1502000,2534,1502000.2534,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2534\IssuedDocuments\Final Report\T+T_2026_IAG-C5454879_Final Report.docx,2026-06-11
1502000,2535,1502000.2535,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2535\IssuedDocuments\Final Report V2\T+T_2026_IAG-C5462309_Final Report V2.docx,2026-05-25
1502000,2536,1502000.2536,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2536\IssuedDocuments\Final Report V2\T+T_2026_IAG-C5443832_Final Report V2.docx,2026-08-27
1502000,2537,1502000.2537,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2537\IssuedDocuments\Final Report\T+T_2026-IAG-C5455235_Final Report.docx,2026-06-10
1502000,2538,1502000.2538,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2538\IssuedDocuments\Final Report\T+T_2026_IAG-C5461050NHL & C5461805NHB_Final Report.docx,2026-07-20
1502000,2539,1502000.2539,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2539\IssuedDocuments\Final Report\T+T_2024-IAG-C1132757_Final Report.docx,2025-02-27
1502000,2540,1502000.2540,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2540\IssuedDocuments\Final Report\T+T_2024-IAG-C4919038_Final Report.docx,2025-03-27
1502000,2541,1502000.2541,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2541\IssuedDocuments\Final Report - additional request\T+T_2024_IAG-8253081_Report.docx,2025-05-20
1502000,2542,1502000.2542,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2542\IssuedDocuments\Additional request 20250512\Final Report\T+T_2025_IAG-C5053274_Additional Request_Final Report.docx,2025-05-14
1502000,2543,1502000.2543,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2543\IssuedDocuments\Final Report\T+T-2024-IAG-C5050919-Final Report.docx,2025-04-28
1502000,2544,1502000.2544,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2544\IssuedDocuments\Final Report\T+T-2023-IAG-C1159935-Final Report.docx,2025-05-13
1502000,2546,1502000.2546,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2546\IssuedDocuments\Final Report\T+T_2025-IAG-C5093433_Final Report.docx,2025-05-26
1502000,2547,1502000.2547,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2547\IssuedDocuments\Final Report\T+T_2025-IAG-C5112213_Final Report.docx,2025-06-18
1502000,2548,1502000.2548,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2548\IssuedDocuments\Final Report\T+T_2025_IAG-C5121987_Report.docx,2025-06-25
1502000,2549,1502000.2549,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2549\IssuedDocuments\Final Report\T+T-2025-IAG-C5139998-Final Report.docx,2025-07-04
1502000,2550,1502000.2550,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2550\IssuedDocuments\Final Report\T+T_2025-IAG-8279549_Final Report.docx,2025-07-02
1502000,2551,1502000.2551,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2551\IssuedDocuments\Final Report\T+T_2025_IAG-C5147930_Final Report.docx,2025-07-22
1502000,2552,1502000.2552,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2552\IssuedDocuments\Final Report V2\T+T_2025_IAG-C5133938_Final Report v2.docx,2025-09-14
1502000,2553,1502000.2553,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2553\IssuedDocuments\Final Report\T+T_2025-IAG-C5154466_Final Report.docx,2025-08-19
1502000,2554,1502000.2554,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2554\IssuedDocuments\Final Report\T+T_2025-IAG-C5150612_Report.docx,2026-02-27
1502000,2555,1502000.2555,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2555\IssuedDocuments\Final Report V2\T+T_2023-IAG-C5149551_Final Report-V2.docx,2025-10-03
1502000,2556,1502000.2556,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2556\IssuedDocuments\Final Report\T+T_2025-IAG-C5153504 L_Final Report.docx,2025-08-11
1502000,2557,1502000.2557,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2557\IssuedDocuments\Final Report\T+T_2025_IAG-8283314_Report.docx,2025-09-08
1502000,2558,1502000.2558,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2558\IssuedDocuments\Final Report\T+T_2025_IAG-C5160255_Final Report.docx,2025-08-26
1502000,2559,1502000.2559,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2559\IssuedDocuments\Final Report V1\T+T-2025-IAG-C5154173-Final Report v1.docx,2025-09-24
1502000,2560,1502000.2560,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2560\IssuedDocuments\Final Report\Final Report  V2\T+T_2025-IAG-C5150706_Final Report_V2.docx,2025-09-11
1502000,2561,1502000.2561,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2561\IssuedDocuments\Final Report\T+T_2025-IAG-C5191332_Report.docx,2025-11-14
1502000,2562,1502000.2562,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2562\IssuedDocuments\Final Report V2\T+T_2025_IAG-C8283110_Final Report_v2.docx,2025-09-28
1502000,2563,1502000.2563,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2563\IssuedDocuments\Final Report\T+T-2025_IAG-8288456_Final Report.docx,2025-08-26
1502000,2564,1502000.2564,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2564\IssuedDocuments\Final Report\T+T_2025_IAG-C5169054_Final Report.docx,2025-08-26
1502000,2565,1502000.2565,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2565\IssuedDocuments\Final Report\T+T_2025_IAG-C5166827_Final Report.docx,2025-08-28
1502000,2566,1502000.2566,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2566\IssuedDocuments\Final Report\T+T-2025-IAG-C5169302-Final Report.docx,2025-08-05
1502000,2567,1502000.2567,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2567\IssuedDocuments\Final Report\T+T_2025-IAG-C5166459_Report.docx,2025-07-31
1502000,2568,1502000.2568,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2568\IssuedDocuments\Final Report\T+T_2025-IAG-C5175013_Final Report.docx,2025-08-28
1502000,2569,1502000.2569,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2569\IssuedDocuments\Final Report\T+T_2025-IAG-C1195055_Report V3 - Copy.docx,2025-09-10
1502000,2570,1502000.2570,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2570\IssuedDocuments\Final Report\T+T_2025-IAG-C5173800_Final Report.docx,2025-10-09
1502000,2572,1502000.2572,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2572\IssuedDocuments\Final Report V2\T+T_2025-IAG-C5184544_Final report v2.docx,2025-09-12
1502000,2573,1502000.2573,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2573\IssuedDocuments\Final Report\T+T_2025-IAG-C5165909 NHL_Report.docx,2025-09-09
1502000,2574,1502000.2574,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2574\IssuedDocuments\Final Report V2\T+T_2025_IAG-C1190590 NHL_Final Report V2.docx,2025-09-26
1502000,2575,1502000.2575,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2575\IssuedDocuments\Final Report\T+T_2025-IAG-C5178850_Final Report.docx,2025-08-15
1502000,2576,1502000.2576,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2576\IssuedDocuments\Final Report\T+T_2025-IAG-8290912_Final Report.docx,2025-09-10
1502000,2577,1502000.2577,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2577\IssuedDocuments\Final Report\T+T_2025_IAG-C5163787 NHL_Final Report.docx,2025-11-09
1502000,2578,1502000.2578,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2578\IssuedDocuments\Final Report\T+T_2025-IAG-C1203170_Final Report.docx,2025-08-18
1502000,2579,1502000.2579,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2579\IssuedDocuments\Final Report\T+T_2025-IAG-C1202720_Final Report.docx,2025-08-19
1502000,2580,1502000.2580,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2580\IssuedDocuments\Final Report\T+T_2025-IAG-C1198474_Report.docx,2025-08-29
1502000,2581,1502000.2581,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2581\IssuedDocuments\Final Report\T+T_2025-IAG-C5179568_Report.docx,2025-09-05
1502000,2582,1502000.2582,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2582\IssuedDocuments\Final Report\T+T_2025-IAG-C5172444_Final Report.docx,2025-09-15
1502000,2583,1502000.2583,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2583\IssuedDocuments\Final Report\T+T_2025-IAG-C5183323_Report.docx,2025-09-10
1502000,2584,1502000.2584,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2584\IssuedDocuments\Final Report V4\T+T_2025-IAG-C5180783 NHL_Final Report_V4.docx,2025-12-15
1502000,2585,1502000.2585,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2585\IssuedDocuments\Final Report\T+T_2025-IAG-C5179635_Report.docx,2025-08-21
1502000,2586,1502000.2586,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2586\IssuedDocuments\Final Report\T+T_2025-IAG-C1203321_Report.docx,2025-08-25
1502000,2587,1502000.2587,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2587\IssuedDocuments\Final Report\T+T-2025-IAG-C1200675 NHL_Final Report.docx,2025-09-10
1502000,2588,1502000.2588,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2588\IssuedDocuments\Extra request\Final Report\T+T_2025_IAG-C1204023_Extra request_Final Report.docx,2025-11-13
1502000,2589,1502000.2589,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2589\IssuedDocuments\Final Report V3\T+T_2025-IAG-C5188040_Final Report_V3.docx,2026-02-11
1502000,2590,1502000.2590,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2590\IssuedDocuments\Final Report V2\T+T_2024-IAG-C4955130_Final Report v2.docx,2025-10-31
1502000,2591,1502000.2591,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2591\IssuedDocuments\Final Report\T+T-2025-IAG-C1201968_Final Report.docx,2025-09-21
1502000,2592,1502000.2592,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2592\IssuedDocuments\Final Report\T+T-2025-IAG-8296039-Final Report.docx,2025-10-05
1502000,2593,1502000.2593,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2593\IssuedDocuments\Final Report\T+T_2025-IAG-C5212918_Final Report.docx,2025-10-05
1502000,2594,1502000.2594,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2594\IssuedDocuments\Final Report V1\T+T_2025-IAG-8294558_Report.v1.docx,2025-10-10
1502000,2595,1502000.2595,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2595\IssuedDocuments\Final Report\T+T-2025-IAG-C5209947_Final Report.docx,2025-10-10
1502000,2596,1502000.2596,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2596\IssuedDocuments\Final Report\T+T_2025-IAG-C5215388_Final Report.docx,2025-09-24
1502000,2597,1502000.2597,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2597\IssuedDocuments\Final Report\T+T_2025_IAG-C5192501_Report.docx,2025-10-06
1502000,2598,1502000.2598,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2598\IssuedDocuments\Final Report V1\T+T_2025_IAG-C5212170 NHL_Final Report_V1.docx,2025-12-16
1502000,2599,1502000.2599,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2599\IssuedDocuments\Final Report\T+T-2025-IAG-C5192393 NHL-Final Report.docx,2025-11-07
1502000,2600,1502000.2600,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2600\IssuedDocuments\Final Report\T+T_2025_IAG-C5205671 NHL_Final Report.docx,2025-10-07
1502000,2601,1502000.2601,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2601\IssuedDocuments\Final Report\T+T-2025-IAG-C5210129-Final Report.docx,2025-12-02
1502000,2602,1502000.2602,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2602\IssuedDocuments\Final Report V2\T+T_2025-IAG-C5205620_Final Report.Rev2.docx,2026-04-21
1502000,2603,1502000.2603,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2603\IssuedDocuments\Final Report\T+T_2025_IAG-C5192349_Report.docx,2025-10-23
1502000,2604,1502000.2604,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2604\IssuedDocuments\Final Report\T+T_2025-IAG-C5206315 NHL_Report.docx,2025-11-07
1502000,2606,1502000.2606,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2606\IssuedDocuments\Final Report\T+T_2025_IAG-C1211008_Report.docx,2025-11-24
1502000,2607,1502000.2607,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2607\IssuedDocuments\Final Report\T+T_2025-AA-P043061578 L_Report.docx,2025-11-14
1502000,2608,1502000.2608,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2608\IssuedDocuments\Final Report\T+T-2025-IAG-C5227079-Final Report.docx,2026-02-03
1502000,2609,1502000.2609,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2609\IssuedDocuments\Final Report\T+T_2025_IAG-C1209345_Final Report.docx,2025-12-14
1502000,2610,1502000.2610,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2610\IssuedDocuments\Final Report\T+T_2025_IAG-C5240383 NHL_Final Report.docx,2026-01-21
1502000,2611,1502000.2611,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2611\IssuedDocuments\Final Report v4\T+T_2025_IAG-CC5247559_Final Report_V4.docx,2026-07-06
1502000,2612,1502000.2612,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2612\IssuedDocuments\Final Report\T+T_2025-IAG-C1220690 NHL_Final Report.docx,2026-02-09
1502000,2613,1502000.2613,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2613\IssuedDocuments\Final Report\T+T_2025-IAG-C5245916_Final Report.docx,2025-11-14
1502000,2614,1502000.2614,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2614\IssuedDocuments\Final Report V2\T+T_2025_IAG-C5252322_Final Report_V2.docx,2026-07-08
1502000,2615,1502000.2615,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2615\IssuedDocuments\Final Report\T+T_2025_IAG-C5253198NHL_Final Report.docx,2026-01-12
1502000,2616,1502000.2616,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2616\IssuedDocuments\Final Report\T+T_2025_IAG-C1238796 NHL _Final Report.docx,2025-12-14
1502000,2617,1502000.2617,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2617\IssuedDocuments\Final Report\T+T_2025_IAG-C5252921NHL_Final Report.docx,2026-01-28
1502000,2618,1502000.2618,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2618\IssuedDocuments\Extra request\Final Report\T+T_2025_IAG-C5261652NHL_Report.docx,2025-12-16
1502000,2619,1502000.2619,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2619\IssuedDocuments\Final Report\T+T_2025_IAG-C5262908 NHL_Final Report.docx,2025-12-17
1502000,2620,1502000.2620,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2620\IssuedDocuments\Final Report\T+T_2025_IAG-C5269379_Final Report.docx,2025-12-01
1502000,2621,1502000.2621,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2621\IssuedDocuments\Final Report\T+T_2025_IAG-C1233123 NHL_Final Report.docx,2026-01-27
1502000,2622,1502000.2622,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2622\IssuedDocuments\Final Report\T+T_2025_IAG-C5288564 _Final Report.docx,2025-12-10
1502000,2623,1502000.2623,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2623\IssuedDocuments\Final Report\T+T_2025_IAG-C5288178 NHL_Final Report.docx,2026-02-12
1502000,2624,1502000.2624,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2624\IssuedDocuments\Final Report\T+T_2025_IAG-C5292544_Final Report.docx,2025-12-18
1502000,2625,1502000.2625,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2625\IssuedDocuments\Final Report\T+T_2025_IAG-C5298819_Final Report.docx,2026-03-26
1502000,2626,1502000.2626,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2626\IssuedDocuments\Final Report V2\T+T_2025_IAG-8312142NHL_Report_V2.docx,2026-03-09
1502000,2627,1502000.2627,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2627\IssuedDocuments\Final Report\T+T_2025_IAG-C5297099_Final Report.docx,2025-12-18
1502000,2628,1502000.2628,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2628\IssuedDocuments\Final Report\T+T_2025-IAG-C5312103_Final Report V2.docx,2026-04-28
1502000,2629,1502000.2629,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.2629\IssuedDocuments\Final Report\T+T_2025-IAG-C5291447_Final Report.docx,2026-04-17
